list_date,isbn13,rank,weeks_on_list,title,author,publisher,description,month
2024-03-17,9781649374172,5,17,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,3
2024-03-17,9780593422946,6,28,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,3
2024-03-17,9780593318256,7,1,WANDERING STARS,Tommy Orange,Knopf,"In a follow-up to “There There,” generations of a family are tormented by a man who seeks to eradicate Native history, culture and identity.",3
2024-03-17,9781635574104,8,5,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,3
2024-03-17,9780593492918,9,9,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,3
2024-03-17,9780385547345,10,95,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3
2024-03-17,9780593229804,11,1,AFTER ANNIE,Anna Quindlen,Random House,"When Annie Brown suddenly dies, her family and closest friend piece their lives back together and carry her memory forward.",3
2024-03-17,9780063204157,12,40,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3
2024-03-17,9781250334206,13,6,GOTHIKANA,RuNyx,Bramble,A century-old mystery brings Corvina Clemm and Vad Deverell together at a university based in a castle at the top of a mountain with a dark history.,3
2024-03-17,9780316403382,14,3,CROSSHAIRS,James Patterson and James O. Born,"Little, Brown",The 16th book in the Michael Bennett series. Bennett teams up with a sniper.,3
2024-03-17,9780063251922,15,70,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3
2024-03-24,9781250178633,1,5,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,3
2024-03-24,9781649374042,2,44,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",3
2024-03-24,9781649374172,3,18,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,3
2024-03-24,9780593498408,4,1,NEVER TOO LATE,Danielle Steel,Delacorte,A widow makes a fresh start in New York City and connects with her movie-star neighbor as they help others after a crisis.,3
2024-03-24,9780593493434,5,1,THE HUNTER,Tana French,Viking,The life that a Chicago P.D. retiree has built in Ireland with a local woman and her daughter comes under threat.,3
2024-03-24,9780593599839,6,2,A FATE INKED IN BLOOD,Danielle L. Jensen,Del Rey,"After the secret of her magic to repel attacks is revealed, Freya encounters dangerous tests by the gods.",3
2024-03-24,9780593331347,7,2,THREE-INCH TEETH,C.J. Box,Putnam,The 24th book in the Joe Pickett series. A man released from prison uses grizzly bear attacks to cover his acts of revenge.,3
2024-03-24,9780593422946,8,29,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,3
2024-03-24,9781635574104,9,6,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,3
2024-03-24,9780593492918,10,10,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,3
2024-03-24,9780063204157,11,41,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3
2024-03-24,9781250899712,12,1,THE SUNLIT MAN,Brandon Sanderson,Tor,"Trapped on a dangerous planet and haunted by his past, Nomad fights to survive.",3
2024-03-24,9781250880314,13,1,LISTEN FOR THE LIE,Amy Tintera,Celadon,A true crime podcast focusing on the unsolved murder of her friend forces Lucy to return to where it happened.,3
2024-03-24,9780385547345,14,96,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3
2024-03-24,9780593318256,15,2,WANDERING STARS,Tommy Orange,Knopf,"In a follow-up to “There There,” generations of a family are tormented by a man who seeks to eradicate Native history, culture and identity.",3
2024-03-31,9781250178633,1,6,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,3
2024-03-31,9781649374042,2,45,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",3
2024-03-31,9781649374172,3,19,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,3
2024-03-31,9781250337320,4,1,EMPIRE OF THE DAMNED,Jay Kristoff,St. Martin’s,The second book of the Empire of the Vampire series. Gabriel de León is tasked with taking the Holy Grail to the ancients of the Blood Esani.,3
2024-03-31,9780593599839,5,3,A FATE INKED IN BLOOD,Danielle L. Jensen,Del Rey,"After the secret of her magic to repel attacks is revealed, Freya encounters dangerous tests by the gods.",3
2024-03-31,9780593422946,6,30,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,3
2024-03-31,9780593493434,7,2,THE HUNTER,Tana French,Viking,The life that a Chicago P.D. retiree has built in Ireland with a local woman and her daughter comes under threat.,3
2024-03-31,9781635574104,8,7,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,3
2024-03-31,9780593331347,9,3,THREE-INCH TEETH,C.J. Box,Putnam,The 24th book in the Joe Pickett series. A man released from prison uses grizzly bear attacks to cover his acts of revenge.,3
2024-03-31,9780593498408,10,2,NEVER TOO LATE,Danielle Steel,Delacorte,A widow makes a fresh start in New York City and connects with her movie-star neighbor as they help others after a crisis.,3
2024-03-31,9780063204157,11,42,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3
2024-03-31,9780593492918,12,11,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,3
2024-03-31,9781538765067,13,1,STILL SEE YOU EVERYWHERE,Lisa Gardner,Grand Central,"The third book in the Frankie Elkin series. Frankie must find the sister, who was kidnapped over a decade ago, of a serial killer on death row.",3
2024-03-31,9780385547345,14,97,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3
2024-03-31,9780593801994,15,1,UNTIL AUGUST,Gabriel García Márquez,Knopf,"Every August, Ana Magdalena Bach travels to the island where her mother is buried and takes a lover for one night. Translated by Anne McLean.",3
2024-04-07,9781250178633,1,7,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,4
2024-04-07,9781649374042,2,46,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",4
2024-04-07,9780316499675,3,1,THE #1 LAWYER,James Patterson and Nancy Allen,"Little, Brown",A criminal defense attorney in Biloxi becomes the prime suspect in his wife’s murder.,4
2024-04-07,9780385550369,4,1,JAMES,Percival Everett,Doubleday,"A reimagining of “Adventures of Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim.",4
2024-04-07,9781649374172,5,20,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,4
2024-04-07,9780593422946,6,31,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,4
2024-04-07,9780593599839,7,4,A FATE INKED IN BLOOD,Danielle L. Jensen,Del Rey,"After the secret of her magic to repel attacks is revealed, Freya encounters dangerous tests by the gods.",4
2024-04-07,9781982166823,8,1,EXPIRATION DATES,Rebecca Serle,Atria,"For 20 years, Daphne received slips of paper accurately predicting the length of her relationships. That changes when she meets Jake.",4
2024-04-07,9780063204157,9,43,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,4
2024-04-07,9781635574104,10,8,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,4
2024-04-07,9780593492918,11,12,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,4
2024-04-07,9780593493434,12,3,THE HUNTER,Tana French,Viking,The life that a Chicago P.D. retiree has built in Ireland with a local woman and her daughter comes under threat.,4
2024-04-07,9780593331347,13,4,THREE-INCH TEETH,C.J. Box,Putnam,The 24th book in the Joe Pickett series. A man released from prison uses grizzly bear attacks to cover his acts of revenge.,4
2024-04-07,9780385547345,14,98,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,4
2024-04-07,9781250334206,15,7,GOTHIKANA,RuNyx,Bramble,A century-old mystery brings Corvina Clemm and Vad Deverell together at a university based in a castle at the top of a mountain with a dark history.,4
2024-04-14,9781250178633,1,8,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,4
2024-04-14,9781649374042,2,47,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",4
2024-04-14,9781649374172,3,21,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,4
2024-04-14,9780316499675,4,2,THE #1 LAWYER,James Patterson and Nancy Allen,"Little, Brown",A criminal defense attorney in Biloxi becomes the prime suspect in his wife’s murder.,4
2024-04-14,9780385550369,5,2,JAMES,Percival Everett,Doubleday,"A reimagining of “Adventures of Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim.",4
2024-04-14,9780525539704,6,1,THE TRUTH ABOUT THE DEVLINS,Lisa Scottoline,Putnam,"Seeking to turn around a troubled past, TJ Devlin joins his family’s law firm as an investigator and learns that his brother murdered a client.",4
2024-04-14,9780593422946,7,32,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,4
2024-04-14,9780593599839,8,5,A FATE INKED IN BLOOD,Danielle L. Jensen,Del Rey,"After the secret of her magic to repel attacks is revealed, Freya encounters dangerous tests by the gods.",4
2024-04-14,9780063204157,9,44,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,4
2024-04-14,9781635574104,10,9,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,4
2024-04-14,9780593492918,11,13,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,4
2024-04-14,9780593493434,12,4,THE HUNTER,Tana French,Viking,The life that a Chicago P.D. retiree has built in Ireland with a local woman and her daughter comes under threat.,4
2024-04-14,9780385547345,13,99,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,4
2024-04-14,9781982166823,14,2,EXPIRATION DATES,Rebecca Serle,Atria,"For 20 years, Daphne received slips of paper accurately predicting the length of her relationships. That changes when she meets Jake.",4
2024-04-14,9781250334206,15,8,GOTHIKANA,RuNyx,Bramble,A century-old mystery brings Corvina Clemm and Vad Deverell together at a university based in a castle at the top of a mountain with a dark history.,4
